"LSOA11CD","class","total_length"
"W01000284","Unclassified",4.67
"W01000284","Not Classified",0.395
"W01000285","Unclassified",6.037
"W01000285","A Road",0.205
"W01000285","Not Classified",0.997
"W01000285","B Road",0.43
"W01000286","Not Classified",1.654
"W01000286","Unclassified",7.965
"W01000286","A Road",4.598
"W01000286","B Road",2.463
"W01000287","Unclassified",14.694
"W01000287","A Road",3.637
"W01000287","Not Classified",20.531
"W01000288","Unclassified",7.845
"W01000288","Not Classified",0.196
"W01000288","A Road",0.549
"W01000289","Unclassified",4.77
"W01000289","A Road",0.2
"W01000289","Not Classified",1.575
"W01000290","Unclassified",3.104
"W01000290","A Road",0.961
"W01000290","Not Classified",0.846
"W01000291","Unclassified",3.755
"W01000291","Not Classified",0.306
"W01000292","Unclassified",1.753
"W01000293","Not Classified",4.27
"W01000293","Unclassified",4.653
"W01000293","A Road",2.415
"W01000294","Unclassified",9.547
"W01000294","A Road",2.316
"W01000294","Not Classified",1.275
"W01000295","Unclassified",2.275
"W01000295","A Road",0.492
"W01000295","Not Classified",0.085
"W01000296","A Road",2.237
"W01000296","Unclassified",4.618
"W01000296","Not Classified",4.409
"W01000296","B Road",0.672
"W01000297","Not Classified",0.478
"W01000297","Unclassified",3.351
"W01000297","B Road",0.131
"W01000298","Unclassified",9.743
"W01000298","Not Classified",5.717
"W01000298","A Road",1.162
"W01000299","Unclassified",19.314
"W01000299","Not Classified",7.129
"W01000300","Not Classified",8.328
"W01000300","Unclassified",31.335
"W01000300","A Road",2.251
"W01000300","B Road",0.117
"W01000301","B Road",4.895
"W01000301","Unclassified",35.048
"W01000301","Not Classified",26.497
"W01000301","A Road",1.833
"W01000302","Unclassified",6.229
"W01000302","A Road",2.703
"W01000302","Not Classified",2.984
"W01000302","B Road",0.924
"W01000303","Unclassified",15.718
"W01000303","Not Classified",2.532
"W01000303","A Road",0.002
"W01000304","B Road",1.036
"W01000304","Not Classified",0.638
"W01000304","Unclassified",5.532
"W01000304","A Road",2.317
"W01000305","A Road",1.577
"W01000305","Not Classified",1.42
"W01000305","Unclassified",4.759
"W01000306","B Road",0.642
"W01000306","A Road",2.079
"W01000306","Not Classified",2.44
"W01000306","Unclassified",5.913
"W01000307","Not Classified",4.248
"W01000307","B Road",0.459
"W01000307","A Road",4.793
"W01000307","Unclassified",17.771
"W01000308","Unclassified",3.582
"W01000308","Not Classified",0.86
"W01000308","B Road",0.175
"W01000308","A Road",0.895
"W01000309","B Road",0.876
"W01000309","A Road",4.617
"W01000309","Not Classified",3.251
"W01000309","Unclassified",13.146
"W01000310","B Road",6.152
"W01000310","Not Classified",16.349
"W01000310","A Road",0.985
"W01000310","Unclassified",29.984
"W01000311","Unclassified",6.077
"W01000311","Not Classified",0.578
"W01000311","B Road",1.148
"W01000311","A Road",0.058
"W01000312","B Road",0.27
"W01000312","A Road",0.002
"W01000312","Not Classified",0.991
"W01000312","Unclassified",3.143
"W01000313","B Road",1.075
"W01000313","A Road",0.027
"W01000313","Unclassified",6.992
"W01000313","Not Classified",2.166
"W01000314","A Road",0.641
"W01000314","Unclassified",3.035
"W01000314","Not Classified",0.257
"W01000314","B Road",0
"W01000315","A Road",3.513
"W01000315","Unclassified",8.587
"W01000315","B Road",0.133
"W01000315","Not Classified",1.79
"W01000316","Unclassified",3.58
"W01000316","Not Classified",0.234
"W01000317","Unclassified",5.122
"W01000317","Not Classified",0.282
"W01000317","A Road",0.54
"W01000318","Unclassified",1.789
"W01000318","Not Classified",0.037
"W01000319","A Road",1.161
"W01000319","Not Classified",0.298
"W01000319","B Road",0.429
"W01000319","Unclassified",4.466
"W01000320","Unclassified",15.703
"W01000320","A Road",4.845
"W01000320","Not Classified",12.655
"W01000321","Not Classified",0.262
"W01000321","A Road",0.124
"W01000321","Unclassified",3.773
"W01000322","A Road",0.588
"W01000322","Not Classified",0.267
"W01000322","Unclassified",3.345
"W01000323","Not Classified",7.436
"W01000323","B Road",2.836
"W01000323","A Road",6.083
"W01000323","Unclassified",10.006
"W01000324","Unclassified",5.517
"W01000324","Not Classified",0.264
"W01000324","A Road",0.639
"W01000325","A Road",0.657
"W01000325","B Road",2.611
"W01000325","Not Classified",1.557
"W01000325","Unclassified",6.625
"W01000326","Not Classified",1.764
"W01000326","A Road",1.336
"W01000326","Unclassified",8.335
"W01000327","Not Classified",1.967
"W01000327","Unclassified",12.763
"W01000327","A Road",5.994
"W01000328","Unclassified",10.554
"W01000328","Not Classified",4.988
"W01000328","B Road",2.561
"W01000328","A Road",1.085
"W01000329","A Road",0.84
"W01000329","Unclassified",3.681
"W01000329","Not Classified",3.221
"W01000329","B Road",2.924
"W01000330","Not Classified",0.089
"W01000330","A Road",0.497
"W01000330","Unclassified",3.173
"W01000331","Not Classified",0.186
"W01000331","Unclassified",3.852
"W01000332","A Road",10.063
"W01000332","Unclassified",20.284
"W01000332","Not Classified",15.824
"W01000332","B Road",1.817
"W01000333","B Road",0.697
"W01000333","Unclassified",4.074
"W01000333","Not Classified",7.427
"W01000333","A Road",0.19
"W01000334","B Road",0.623
"W01000334","Unclassified",4.527
"W01000334","Not Classified",1.164
"W01000335","Unclassified",4.069
"W01000335","Not Classified",0.413
"W01000336","B Road",0.006
"W01000336","Not Classified",0.369
"W01000336","A Road",0.173
"W01000336","Unclassified",3.191
"W01000337","Unclassified",5.941
"W01000337","B Road",0.374
"W01000337","Not Classified",1.119
"W01000338","Unclassified",31.487
"W01000338","A Road",3.436
"W01000338","Not Classified",9.552
"W01000339","Unclassified",22.69
"W01000339","B Road",0.743
"W01000339","Not Classified",6.988
"W01000339","A Road",5.725
"W01000340","Not Classified",10.874
"W01000340","A Road",10.088
"W01000340","Unclassified",30.131
"W01000341","Not Classified",0.174
"W01000341","B Road",0.096
"W01000341","Unclassified",4.17
"W01000342","B Road",0.027
"W01000342","Unclassified",4.347
"W01000342","Not Classified",0.08
"W01000343","Unclassified",3.764
"W01000343","A Road",0.034
"W01000344","Unclassified",5.09
"W01000345","Unclassified",16.637
"W01000345","B Road",7.133
"W01000345","A Road",2.119
"W01000345","Not Classified",5.3
"W01000346","Unclassified",48.723
"W01000346","Not Classified",14.584
"W01000346","A Road",11.081
"W01000347","B Road",2.803
"W01000347","Unclassified",16.045
"W01000347","Not Classified",2.636
"W01000348","Not Classified",0.668
"W01000348","Unclassified",3.943
"W01000349","Not Classified",1.264
"W01000349","Unclassified",5.064
"W01000349","A Road",1.747
"W01000349","B Road",0.854
"W01000350","Not Classified",1.107
"W01000350","A Road",0.776
"W01000350","Unclassified",3.688
"W01000350","B Road",0.003
"W01000351","Not Classified",0.74
"W01000351","B Road",1.037
"W01000351","Unclassified",8.914
"W01000352","Not Classified",0.145
"W01000352","Unclassified",1.878
"W01000352","A Road",0.079
"W01000353","Unclassified",3.455
"W01000353","Not Classified",0.238
"W01000354","Unclassified",8.686
"W01000354","A Road",0.795
"W01000354","Not Classified",6.132
"W01000355","Not Classified",2.042
"W01000355","Unclassified",3.896
"W01000355","A Road",0.093
"W01000355","B Road",0.96
"W01000356","Not Classified",0.957
"W01000356","B Road",0.935
"W01000356","Unclassified",4.025
"W01000359","Not Classified",2.787
"W01000359","B Road",1.813
"W01000359","Unclassified",4.658
"W01000359","A Road",1.428
"W01000360","Unclassified",2.753
"W01000360","Not Classified",0.287
"W01000361","B Road",2.318
"W01000361","A Road",0.407
"W01000361","Not Classified",13.611
"W01000361","Unclassified",21.647
"W01000362","Unclassified",4.243
"W01000362","B Road",0.061
"W01000362","A Road",0.001
"W01000362","Not Classified",0.647
"W01000363","Unclassified",3.73
"W01000363","B Road",0.729
"W01000363","A Road",0.4
"W01000363","Not Classified",0.158
"W01000364","Not Classified",3.277
"W01000364","Unclassified",8.266
"W01000364","A Road",3.161
"W01000365","A Road",0.139
"W01000365","Not Classified",0.288
"W01000365","B Road",0.637
"W01000365","Unclassified",6.163
"W01000366","B Road",0.218
"W01000366","A Road",0.054
"W01000366","Unclassified",3.87
"W01000366","Not Classified",0.101
"W01000367","A Road",0.378
"W01000367","B Road",0.165
"W01000367","Unclassified",3.045
"W01000367","Not Classified",0.546
"W01000368","A Road",0.843
"W01000368","Not Classified",0.124
"W01000368","Unclassified",6.023
"W01000369","B Road",0.554
"W01000369","Not Classified",1.135
"W01000369","Unclassified",4.917
"W01000370","Not Classified",2.552
"W01000370","B Road",2.451
"W01000370","Unclassified",6.944
"W01000370","A Road",1.088
"W01000371","Not Classified",0.185
"W01000371","B Road",0.37
"W01000371","A Road",0.137
"W01000371","Unclassified",1.653
"W01000372","B Road",0.837
"W01000372","Not Classified",1.547
"W01000372","Unclassified",3.562
"W01000372","A Road",1.165
"W01000373","Not Classified",0.714
"W01000373","Unclassified",3.459
"W01000373","B Road",1.14
"W01000374","Unclassified",4.054
"W01000374","Not Classified",0.14
"W01000375","Unclassified",7.743
"W01000375","A Road",1.495
"W01000375","B Road",0.712
"W01000375","Not Classified",0.938
"W01000376","Not Classified",0.666
"W01000376","B Road",0.09
"W01000376","A Road",0.476
"W01000376","Unclassified",3.096
"W01000377","Unclassified",7.691
"W01000377","A Road",0.309
"W01000377","Not Classified",1.233
"W01000378","Unclassified",3.403
"W01000378","Not Classified",0.621
"W01000378","A Road",0.42
"W01000379","Unclassified",4.752
"W01000379","Not Classified",0.576
"W01000380","Not Classified",0.901
"W01000380","Unclassified",5.438
"W01000381","Unclassified",2.486
"W01000382","Not Classified",0.736
"W01000382","Unclassified",2.504
"W01000382","A Road",0.299
"W01000382","B Road",0.006
"W01000383","A Road",5.744
"W01000383","B Road",7.187
"W01000383","Not Classified",16.965
"W01000383","Unclassified",57.835
"W01000384","Not Classified",0.487
"W01000384","Unclassified",3.514
"W01000384","B Road",1.052
"W01000385","Not Classified",0.055
"W01000385","Unclassified",4.803
"W01000385","B Road",0.384
"W01000386","Not Classified",0.432
"W01000386","B Road",0.845
"W01000386","Unclassified",4.953
"W01000387","A Road",0.213
"W01000387","Unclassified",4.102
"W01000387","Not Classified",0.051
"W01000388","Unclassified",2.653
"W01000388","A Road",0.219
"W01000389","Unclassified",16.393
"W01000389","Not Classified",4.079
"W01000389","B Road",1.751
"W01000389","A Road",3.169
"W01000390","Not Classified",4.242
"W01000390","Unclassified",8.423
"W01000390","B Road",5.792
"W01000391","B Road",1.301
"W01000391","Unclassified",5.252
"W01000391","Not Classified",1.439
"W01000392","B Road",0.022
"W01000392","Not Classified",0.788
"W01000392","Unclassified",4.483
"W01000393","Not Classified",0.484
"W01000393","Unclassified",6.116
"W01000393","A Road",0.96
"W01000393","B Road",0.101
"W01000394","Not Classified",21.327
"W01000394","B Road",10.1
"W01000394","A Road",7.918
"W01000394","Unclassified",31.277
"W01000395","Not Classified",2.504
"W01000395","Unclassified",3.47
"W01000395","A Road",2.918
"W01000396","B Road",0.398
"W01000396","Unclassified",3.422
"W01000396","Not Classified",0.607
"W01000397","Not Classified",2.375
"W01000397","Unclassified",6.66
"W01000397","B Road",0.158
"W01000398","A Road",1.006
"W01000398","Unclassified",7.135
"W01000398","B Road",3.942
"W01000398","Not Classified",3.626
"W01000399","Not Classified",3.268
"W01000399","B Road",3.037
"W01000399","Unclassified",9.381
"W01000399","A Road",2.558
"W01000400","Unclassified",4.022
"W01000400","Not Classified",2.033
"W01000400","B Road",2.38
"W01000401","Unclassified",5.29
"W01000401","Not Classified",0.396
"W01000401","B Road",1.18
"W01000402","Not Classified",0.983
"W01000402","B Road",0.757
"W01000402","A Road",2.107
"W01000402","Unclassified",4.275
"W01000403","Not Classified",11.21
"W01000403","A Road",8.766
"W01000403","Unclassified",37.025
"W01000404","B Road",3.079
"W01000404","Unclassified",22.711
"W01000404","A Road",10.773
"W01000404","Not Classified",12.767
"W01000405","Not Classified",0.965
"W01000405","B Road",0.631
"W01000405","Unclassified",5.671
"W01000406","Not Classified",1.532
"W01000406","B Road",0.618
"W01000406","Unclassified",4.908
"W01000407","Not Classified",14.806
"W01000407","Unclassified",11.773
"W01000407","B Road",2.167
"W01000407","A Road",6.312
"W01000408","B Road",0.3
"W01000408","Not Classified",2.205
"W01000408","Unclassified",9.321
"W01000409","Unclassified",4.328
"W01000409","Not Classified",0.368
"W01000410","A Road",3.401
"W01000410","Not Classified",3.443
"W01000410","B Road",3.159
"W01000410","Unclassified",7.469
"W01000411","Unclassified",6.092
"W01000411","B Road",0.417
"W01000411","Not Classified",1.206
"W01000412","Unclassified",11.713
"W01000412","Not Classified",4.055
"W01000412","B Road",4.321
"W01000413","Unclassified",2.246
"W01000413","Not Classified",0.053
"W01000414","Unclassified",3.272
"W01000414","Not Classified",0.102
"W01000415","A Road",0.225
"W01000415","Unclassified",3.162
"W01000415","B Road",0.257
"W01000415","Not Classified",0.435
"W01000416","Unclassified",3.465
"W01000416","Not Classified",0.203
"W01000416","A Road",0.081
"W01000417","Unclassified",11.044
"W01000417","B Road",2.831
"W01000417","Not Classified",4.157
"W01000418","Unclassified",15.536
"W01000418","A Road",2.202
"W01000418","B Road",3.043
"W01000418","Not Classified",6.067
"W01000419","B Road",1.748
"W01000419","Not Classified",2.894
"W01000419","Unclassified",6.971
"W01000419","A Road",1.961
"W01000420","B Road",0.943
"W01000420","Not Classified",1.558
"W01000420","Unclassified",4.996
"W01000420","A Road",0.089
"W01000422","Not Classified",0.464
"W01000422","Unclassified",5.629
"W01000422","B Road",1.058
"W01000423","Not Classified",0.767
"W01000423","Unclassified",5.225
"W01000424","Unclassified",1.958
"W01000424","Not Classified",0.369
"W01000424","A Road",0.213
"W01000425","Unclassified",6.142
"W01000425","Not Classified",0.161
"W01000425","A Road",0.28
"W01000426","B Road",0.868
"W01000426","A Road",3.069
"W01000426","Not Classified",2.902
"W01000426","Unclassified",7.496
"W01000427","Not Classified",99.876
"W01000427","A Road",16.25
"W01000427","Unclassified",106.051
"W01000427","B Road",28.382
"W01000428","B Road",11.029
"W01000428","Unclassified",58.909
"W01000428","Not Classified",33.337
"W01000428","A Road",6.873
"W01000429","B Road",19.801
"W01000429","Unclassified",178.624
"W01000429","A Road",24.543
"W01000429","Not Classified",280.072
"W01000430","Unclassified",49.103
"W01000430","B Road",0.049
"W01000430","Not Classified",43.348
"W01000430","A Road",20.247
"W01000431","B Road",0.289
"W01000431","A Road",0.991
"W01000431","Not Classified",1.131
"W01000431","Unclassified",2.35
"W01000432","Not Classified",1.086
"W01000432","A Road",1.441
"W01000432","Unclassified",5.895
"W01000432","B Road",0.843
"W01000433","Unclassified",58.945
"W01000433","Not Classified",70.461
"W01000433","A Road",15.602
"W01000433","B Road",9.818
"W01000434","B Road",6.422
"W01000434","Not Classified",24.505
"W01000434","Unclassified",56.12
"W01000434","A Road",6.426
"W01000438","Not Classified",19.561
"W01000438","Unclassified",29.611
"W01000438","A Road",8.705
"W01000439","A Road",4.058
"W01000439","Not Classified",28.093
"W01000439","B Road",11.665
"W01000439","Unclassified",61.362
"W01000440","Unclassified",102.782
"W01000440","Not Classified",38.132
"W01000440","B Road",8.24
"W01000440","A Road",9.635
"W01000441","B Road",8.241
"W01000441","Unclassified",29.173
"W01000441","A Road",4.195
"W01000441","Not Classified",30.512
"W01000442","A Road",25.455
"W01000442","B Road",7.279
"W01000442","Unclassified",116.495
"W01000442","Not Classified",260.433
"W01000443","A Road",10.809
"W01000443","Not Classified",64.099
"W01000443","B Road",22.459
"W01000443","Unclassified",132.71
"W01000444","Unclassified",55.487
"W01000444","A Road",8.498
"W01000444","Not Classified",35.476
"W01000444","B Road",19.095
"W01000445","Not Classified",20.106
"W01000445","B Road",4.488
"W01000445","Unclassified",67.897
"W01000445","A Road",4.665
"W01000446","Unclassified",5.473
"W01000446","B Road",1.985
"W01000446","Not Classified",1.052
"W01000447","Not Classified",57.141
"W01000447","Unclassified",76.057
