"LSOA11CD","descriptiveterm","total_length"
"W01000481","Local Street",10.42
"W01000482","Alley",0.035
"W01000482","Private Road - Restricted Access",10.355
"W01000482","Local Street",6.761
"W01000482","Minor Road",11.018
"W01000482","B Road",4.258
"W01000482","Private Road - Publicly Accessible",0.176
"W01000483","Private Road - Restricted Access",2.521
"W01000483","Minor Road",7.908
"W01000483","A Road",4.996
"W01000483","Local Street",6.239
"W01000483","Private Road - Publicly Accessible",0.161
"W01000484","A Road",20.236
"W01000484","B Road",28.903
"W01000484","Local Street",20.082
"W01000484","Private Road - Restricted Access",95.996
"W01000484","Minor Road",83.048
"W01000484","Alley",0.036
"W01000484","Private Road - Publicly Accessible",0.183
"W01000485","Local Street",8.791
"W01000485","Private Road - Publicly Accessible",0.248
"W01000485","Minor Road",21.263
"W01000485","Private Road - Restricted Access",24.22
"W01000485","B Road",13.359
"W01000486","Local Street",4.683
"W01000486","B Road",6.614
"W01000486","Minor Road",1.601
"W01000486","Private Road - Publicly Accessible",0.5
"W01000486","Private Road - Restricted Access",3.652
"W01000487","A Road",3.222
"W01000487","B Road",6.803
"W01000487","Minor Road",68.3
"W01000487","Private Road - Restricted Access",42.42
"W01000487","Local Street",21.587
"W01000488","Private Road - Restricted Access",96.848
"W01000488","Private Road - Publicly Accessible",1.067
"W01000488","B Road",19.235
"W01000488","Minor Road",124.512
"W01000488","Local Street",11.905
"W01000489","B Road",1.287
"W01000489","Local Street",5.025
"W01000489","Private Road - Restricted Access",7.727
"W01000489","Alley",0.038
"W01000489","Minor Road",5.662
"W01000489","A Road",9.511
"W01000489","Private Road - Publicly Accessible",0.429
"W01000492","Local Street",5.357
"W01000492","Minor Road",1.481
"W01000492","B Road",2.995
"W01000492","Private Road - Publicly Accessible",0.205
"W01000492","Alley",0.121
"W01000492","Private Road - Restricted Access",1.979
"W01000493","Alley",0.255
"W01000493","Minor Road",5.665
"W01000493","Private Road - Restricted Access",7.993
"W01000493","A Road",7.277
"W01000493","Private Road - Publicly Accessible",0.351
"W01000493","Local Street",5.861
"W01000493","B Road",3.262
"W01000494","Alley",0.055
"W01000494","B Road",3.669
"W01000494","Local Street",9.173
"W01000494","Minor Road",51.179
"W01000494","Private Road - Restricted Access",10.561
"W01000494","A Road",13.468
"W01000496","Private Road - Restricted Access",48.959
"W01000496","Local Street",11.41
"W01000496","Alley",0.656
"W01000496","A Road",23.62
"W01000496","Minor Road",44.683
"W01000497","Private Road - Restricted Access",23.108
"W01000497","Minor Road",32.993
"W01000497","A Road",8.473
"W01000497","B Road",2.373
"W01000497","Local Street",5.135
"W01000498","Minor Road",12.099
"W01000498","B Road",1.282
"W01000498","Local Street",5.344
"W01000498","Private Road - Publicly Accessible",0.477
"W01000498","A Road",12.685
"W01000498","Private Road - Restricted Access",28.907
"W01000499","B Road",1.313
"W01000499","Private Road - Publicly Accessible",1.289
"W01000499","A Road",3.378
"W01000499","Private Road - Restricted Access",2.926
"W01000499","Minor Road",0.607
"W01000499","Local Street",4.328
"W01000500","Minor Road",7.339
"W01000500","Private Road - Restricted Access",12.173
"W01000500","Local Street",8.123
"W01000500","A Road",8.506
"W01000501","Local Street",7.986
"W01000501","Minor Road",9.597
"W01000501","Private Road - Restricted Access",12.363
"W01000501","B Road",0.919
"W01000501","A Road",6.886
"W01000502","Local Street",9.037
"W01000502","Alley",0.082
"W01000502","B Road",3.393
"W01000502","Private Road - Restricted Access",5.73
"W01000502","A Road",1.145
"W01000502","Minor Road",4.672
"W01000503","B Road",15.208
"W01000503","A Road",6.767
"W01000503","Minor Road",93.409
"W01000503","Local Street",33.325
"W01000503","Private Road - Restricted Access",75.723
"W01000504","B Road",0.663
"W01000504","Local Street",4.03
"W01000504","A Road",0.212
"W01000504","Private Road - Restricted Access",0.071
"W01000504","Minor Road",0.249
"W01000504","Alley",0.32
"W01000505","Private Road - Restricted Access",11.759
"W01000505","Alley",0.269
"W01000505","Minor Road",4.018
"W01000505","Local Street",11.513
"W01000505","A Road",1.564
"W01000505","B Road",0.665
"W01000506","Pedestrianised Street",0.143
"W01000506","Private Road - Restricted Access",3.617
"W01000506","Alley",0.811
"W01000506","Private Road - Publicly Accessible",0.263
"W01000506","Minor Road",2.267
"W01000506","Local Street",6.293
"W01000506","A Road",4.273
"W01000507","Local Street",5.123
"W01000507","B Road",6.593
"W01000507","A Road",4.16
"W01000507","Alley",0.168
"W01000507","Private Road - Restricted Access",16.236
"W01000507","Minor Road",12.717
"W01000508","B Road",1.517
"W01000508","Local Street",3.674
"W01000508","Alley",0.066
"W01000508","Minor Road",5.165
"W01000508","Private Road - Restricted Access",12.62
"W01000509","B Road",3.714
"W01000509","A Road",1.879
"W01000509","Alley",0.051
"W01000509","Local Street",9.322
"W01000509","Private Road - Publicly Accessible",0.246
"W01000509","Private Road - Restricted Access",2.793
"W01000509","Minor Road",7.379
"W01000510","Local Street",4.514
"W01000510","Alley",0.581
"W01000510","A Road",5.496
"W01000510","Minor Road",2.792
"W01000510","B Road",1.81
"W01000510","Private Road - Publicly Accessible",0.324
"W01000510","Private Road - Restricted Access",2.674
"W01000511","Private Road - Restricted Access",4.522
"W01000511","Private Road - Publicly Accessible",0.032
"W01000511","B Road",1.756
"W01000511","Alley",0.257
"W01000511","Minor Road",1.969
"W01000511","A Road",4.992
"W01000511","Local Street",7.557
"W01000512","A Road",1.325
"W01000512","Private Road - Publicly Accessible",1.132
"W01000512","Alley",0.112
"W01000512","Local Street",3.398
"W01000512","Private Road - Restricted Access",3.042
"W01000513","A Road",1.055
"W01000513","Private Road - Restricted Access",0.334
"W01000513","Minor Road",1.532
"W01000513","Alley",0.163
"W01000513","B Road",0.873
"W01000513","Local Street",3.818
"W01000513","Private Road - Publicly Accessible",0.371
"W01000515","Minor Road",0.286
"W01000515","A Road",1.327
"W01000515","Private Road - Publicly Accessible",0.091
"W01000515","Local Street",4.022
"W01000515","Private Road - Restricted Access",0.791
"W01000516","Minor Road",0.494
"W01000516","Alley",0.11
"W01000516","A Road",2.263
"W01000516","Local Street",4.871
"W01000516","Private Road - Restricted Access",1.392
"W01000516","B Road",0.42
"W01000517","B Road",0.172
"W01000517","Local Street",3.749
"W01000517","A Road",0.185
"W01000517","Private Road - Restricted Access",0.608
"W01000518","A Road",1.238
"W01000518","Minor Road",0.947
"W01000518","Local Street",4.084
"W01000518","Alley",0.326
"W01000518","Private Road - Restricted Access",2.534
"W01000519","Local Street",4.106
"W01000519","B Road",15.835
"W01000519","A Road",6.35
"W01000519","Private Road - Publicly Accessible",1.575
"W01000519","Minor Road",67.549
"W01000519","Private Road - Restricted Access",40.984
"W01000522","B Road",15.277
"W01000522","A Road",13.925
"W01000522","Private Road - Restricted Access",52.046
"W01000522","Minor Road",59.903
"W01000522","Local Street",8.146
"W01000523","Minor Road",61.143
"W01000523","Private Road - Restricted Access",133.581
"W01000523","A Road",13.203
"W01000523","Local Street",9.664
"W01000523","B Road",4.752
"W01000524","A Road",12.085
"W01000524","Minor Road",52.768
"W01000524","Local Street",9.438
"W01000524","B Road",6.763
"W01000524","Private Road - Restricted Access",35.51
"W01000525","Local Street",3.898
"W01000525","A Road",3.038
"W01000525","Private Road - Publicly Accessible",0.319
"W01000525","Private Road - Restricted Access",4.921
"W01000525","Minor Road",6.52
"W01000527","Private Road - Restricted Access",1.826
"W01000527","Minor Road",2.814
"W01000527","Alley",1.05
"W01000527","A Road",2.016
"W01000527","Local Street",3.851
"W01000528","A Road",6.601
"W01000528","Private Road - Restricted Access",9.256
"W01000528","Minor Road",8.152
"W01000528","Alley",0.342
"W01000528","Local Street",8.696
"W01000528","Private Road - Publicly Accessible",0.176
"W01000529","Local Street",3.548
"W01000529","A Road",10.249
"W01000529","Private Road - Restricted Access",31.257
"W01000529","B Road",13.968
"W01000529","Minor Road",63.963
"W01000531","Local Street",5.049
"W01000531","B Road",10.613
"W01000531","Private Road - Restricted Access",28.374
"W01000531","A Road",10.791
"W01000531","Minor Road",34.393
"W01000532","Local Street",3.701
"W01000532","A Road",14.594
"W01000532","B Road",11.869
"W01000532","Private Road - Restricted Access",52.336
"W01000532","Minor Road",89.846
"W01000533","Minor Road",9.158
"W01000533","Private Road - Restricted Access",5.85
"W01000533","A Road",6.445
"W01000533","Local Street",4.495
"W01000533","B Road",7.099
"W01000534","Local Street",6.724
"W01000534","B Road",4.329
"W01000534","A Road",15.875
"W01000534","Private Road - Restricted Access",32.288
"W01000534","Minor Road",26.445
"W01000535","Private Road - Publicly Accessible",0.069
"W01000535","Alley",0.14
"W01000535","Minor Road",69.309
"W01000535","A Road",6.591
"W01000535","B Road",37.641
"W01000535","Local Street",7.328
"W01000535","Private Road - Restricted Access",47.433
"W01000536","B Road",24.776
"W01000536","Local Street",9.602
"W01000536","A Road",4.611
"W01000536","Minor Road",73.102
"W01000536","Private Road - Restricted Access",108.364
"W01000537","B Road",6.922
"W01000537","Private Road - Restricted Access",57.793
"W01000537","Minor Road",78.315
"W01000537","Local Street",7.239
"W01000537","A Road",14.321
"W01000538","Minor Road",77.231
"W01000538","Local Street",7.576
"W01000538","Private Road - Restricted Access",47.415
"W01000538","B Road",13.614
"W01000538","A Road",6.065
"W01000539","Private Road - Restricted Access",47.52
"W01000539","B Road",19.376
"W01000539","Local Street",7.487
"W01000539","A Road",6.501
"W01000539","Minor Road",48.756
"W01000539","Private Road - Publicly Accessible",0.076
"W01000540","Local Street",3.742
"W01000540","Private Road - Restricted Access",14.544
"W01000540","Minor Road",10.391
"W01000540","B Road",2.429
"W01000540","A Road",7.368
"W01000541","Local Street",5.483
"W01000541","Minor Road",68
"W01000541","B Road",19.011
"W01000541","A Road",9.07
"W01000541","Private Road - Restricted Access",44.412
"W01000542","Minor Road",102.265
"W01000542","Private Road - Restricted Access",157.753
"W01000542","B Road",23.357
"W01000542","Private Road - Publicly Accessible",0.17
"W01000542","Alley",0.098
"W01000542","A Road",10.306
"W01000542","Local Street",18.456
"W01000543","Private Road - Restricted Access",132.261
"W01000543","Private Road - Publicly Accessible",1.099
"W01000543","A Road",39.769
"W01000543","Minor Road",107.538
"W01000543","Local Street",74.666
"W01000543","B Road",18.482
"W01000544","Private Road - Restricted Access",5.705
"W01000544","A Road",1.471
"W01000544","Alley",0.057
"W01000544","Minor Road",4.54
"W01000544","Local Street",5.265
"W01000544","B Road",1.989
"W01000545","Local Street",3.338
"W01000545","Private Road - Restricted Access",42.333
"W01000545","A Road",10.14
"W01000545","Minor Road",86.052
"W01000545","B Road",15.246
"W01000546","A Road",5.076
"W01000546","Minor Road",17.64
"W01000546","B Road",6.237
"W01000546","Private Road - Restricted Access",19.035
"W01000546","Local Street",6.194
"W01000547","Local Street",11.095
"W01000547","Alley",0.138
"W01000547","Private Road - Restricted Access",19.332
"W01000547","Minor Road",31.32
"W01000547","B Road",2.028
"W01000547","A Road",4.763
"W01000548","Private Road - Publicly Accessible",0.142
"W01000548","A Road",5.455
"W01000548","B Road",5.328
"W01000548","Minor Road",16.862
"W01000548","Private Road - Restricted Access",16.663
"W01000548","Local Street",4.019
"W01000549","Minor Road",49.851
"W01000549","Local Street",6.685
"W01000549","A Road",1.38
"W01000549","Private Road - Restricted Access",38.039
"W01000550","B Road",11.002
"W01000550","Local Street",18.187
"W01000550","Private Road - Publicly Accessible",0.156
"W01000550","A Road",7.907
"W01000550","Minor Road",36.039
"W01000550","Private Road - Restricted Access",64.47
"W01000551","Private Road - Publicly Accessible",0.412
"W01000551","A Road",6.383
"W01000551","Local Street",5.354
"W01000551","Private Road - Restricted Access",21.303
"W01000551","Minor Road",44.428
"W01000551","B Road",13.594
"W01000552","A Road",10.166
"W01000552","Minor Road",59.607
"W01000552","Alley",0.079
"W01000552","Local Street",10.677
"W01000552","Private Road - Restricted Access",70.723
"W01000552","B Road",20.737
"W01000553","Local Street",10.553
"W01000553","Private Road - Restricted Access",17.693
"W01000553","A Road",6.873
"W01000553","Minor Road",31.868
"W01000554","Private Road - Restricted Access",16.717
"W01000554","Minor Road",28.249
"W01000554","Local Street",8.525
"W01000554","A Road",3.676
"W01000555","A Road",6.099
"W01000555","Minor Road",45.518
"W01000555","Local Street",4.034
"W01000555","B Road",13.813
"W01000555","Private Road - Publicly Accessible",0.917
"W01000555","Private Road - Restricted Access",25.665
"W01000556","Minor Road",41.759
"W01000556","Private Road - Restricted Access",8.813
"W01000556","A Road",5.9
"W01000556","Local Street",6.843
"W01000556","Private Road - Publicly Accessible",0.268
"W01000557","Minor Road",34.464
"W01000557","B Road",2.728
"W01000557","Private Road - Restricted Access",9.972
"W01000557","Private Road - Publicly Accessible",0.524
"W01000557","Local Street",9.02
"W01000557","A Road",11.26
"W01000558","A Road",9.447
"W01000558","Minor Road",50.045
"W01000558","Local Street",6.27
"W01000558","B Road",7.593
"W01000558","Private Road - Restricted Access",40.432
"W01000559","A Road",5.556
"W01000559","Private Road - Restricted Access",49.809
"W01000559","Minor Road",98.883
"W01000559","Local Street",3.736
"W01000559","Alley",0.172
"W01000559","B Road",6.043
"W01000560","Private Road - Publicly Accessible",0.733
"W01000560","B Road",14.679
"W01000560","Minor Road",54.238
"W01000560","A Road",9.11
"W01000560","Private Road - Restricted Access",41.484
"W01000560","Local Street",5.902
"W01000561","Alley",0.093
"W01000561","Private Road - Publicly Accessible",0.568
"W01000561","Local Street",2.697
"W01000561","Minor Road",43.755
"W01000561","Private Road - Restricted Access",28.521
"W01000561","A Road",5.655
"W01000562","Private Road - Publicly Accessible",1.135
"W01000562","B Road",24.059
"W01000562","A Road",7.288
"W01000562","Minor Road",98.45
"W01000562","Private Road - Restricted Access",54.224
"W01000562","Local Street",5.283
"W01000563","Minor Road",27.877
"W01000563","Private Road - Restricted Access",15.79
"W01000563","A Road",11.603
"W01000563","Local Street",4.133
"W01000563","B Road",5.179
"W01000564","A Road",2.133
"W01000564","B Road",0.757
"W01000564","Local Street",2.234
"W01000564","Private Road - Restricted Access",3.172
"W01000564","Minor Road",3.429
"W01000565","B Road",1.721
"W01000565","Private Road - Restricted Access",2.526
"W01000565","Local Street",7.369
"W01000565","Alley",1.115
"W01000565","A Road",3.873
"W01000565","Minor Road",0.802
"W01000566","B Road",0.119
"W01000566","Minor Road",2.005
"W01000566","Alley",0.572
